,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,Prop_Addr,ClassPr_S,ClassSc_S,AcreGr,AcreNt_S,NmbrBRs,Latitude,Longitude,LF_median,YmSold
760,914465060,1689,271000,1-STORY 1946 & NEWER ALL STYLES,RL,13265,1,None,2,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,4,3,PConc,4,3,1,5,1218.0,1,0.0,350.0,1568.0,GasA,5,1,SBrkr,1689,0,0,1.0,0.0,2,0,3,1,4,7,7,2,4,Attchd,2002.0,2,3.0,857.0,3,3,2,150,59,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,12.509874099861838,305 TOPAZ CT,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,41.997124,-93.607121,68.0,2008-7
761,903228120,904,119000,1-1/2 STORY - UNFINISHED ALL AGES,RM,6000,1,None,3,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,4,1,SBrkr,904,0,0,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1926.0,1,1.0,180.0,3,3,2,0,0,105,0,0,0,0,None,None,0,1,2009,WD ,Normal,11.686878772093667,1214 ROOSEVELT AVE,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,0.0,0.0,2.0,42.033474,-93.622443,50.0,2009-1
762,903229040,1118,119900,2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,7800,1,None,3,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,2,2,507.0,1,0.0,286.0,793.0,GasA,3,1,SBrkr,793,325,0,1.0,0.0,1,0,3,1,3,5,7,1,4,Detchd,1939.0,1,2.0,410.0,3,3,2,0,0,0,0,271,0,0,MnPrv,None,0,5,2006,WD ,Normal,11.694413341015606,1209 GRAND AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.033369,-93.620433,65.0,2006-5
763,535101120,1584,124000,DUPLEX - ALL STYLES AND AGES,RL,8944,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,3,1,SBrkr,1584,0,0,0.0,0.0,2,0,4,2,3,8,4,0,0,Detchd,1967.0,1,3.0,792.0,3,3,2,0,152,0,0,0,0,0,None,None,0,4,2009,WD ,Normal,11.728036844587175,2718 LUTHER DR,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,0.0,0.0,4.0,42.049306,-93.619673,65.0,2009-4
764,527180040,1341,171500,1-STORY 1946 & NEWER ALL STYLES,RL,10176,1,None,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,5,637.0,1,0.0,663.0,1300.0,GasA,4,1,SBrkr,1341,0,0,1.0,0.0,1,1,2,1,4,5,7,1,1,Attchd,1990.0,1,2.0,506.0,3,3,2,192,0,0,0,0,0,0,None,None,0,2,2010,WD ,Normal,12.052338545588132,3629 FLETCHER BLVD,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,42.057268,-93.634626,85.0,2010-2
765,902110080,1389,135000,2-STORY 1946 & NEWER,RM,3378,1,Grvl,3,HLS,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,651.0,651.0,GasA,4,1,SBrkr,707,682,0,0.0,0.0,1,1,3,1,3,6,7,2,4,Detchd,1947.0,1,1.0,240.0,3,3,1,0,0,126,0,0,0,0,None,None,0,9,2009,WD ,Normal,11.813030057420567,509 9TH ST,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.0303538,-93.6176367,60.0,2009-9
766,902405120,1480,119000,1-1/2 STORY FINISHED ALL AGES,RM,5400,1,None,3,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,972.0,972.0,GasA,5,1,SBrkr,1044,0,436,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1920.0,1,1.0,207.0,2,3,2,0,0,176,0,0,0,0,None,None,0,9,2009,ConLI,Family,11.686878772093667,618 CARROLL AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.0272,-93.608707,60.0,2009-9
767,924100070,1389,170000,1-STORY 1946 & NEWER ALL STYLES,RL,10010,1,None,3,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,1071.0,1,123.0,195.0,1389.0,GasA,4,1,SBrkr,1389,0,0,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1975.0,2,2.0,418.0,3,3,2,240,38,0,0,0,0,0,None,None,0,4,2006,WD ,Normal,12.043553716032399,3508 JEWEL DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,41.990921,-93.60019,77.0,2006-4
768,903454020,819,72000,1-STORY 1945 & OLDER,RM,9000,1,None,3,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,610.0,610.0,GasA,5,0,FuseA,819,0,0,0.0,0.0,1,0,2,1,4,4,7,0,0,None,1919.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,None,None,0,9,2006,WD ,Abnorml,11.184421397998193,1214 N 3RD ST,RESIDENTIAL,1-STORY 1945 & OLDER,0.0,0.0,2.0,42.0249549,-93.6275675,50.0,2006-9
769,527110120,1600,169000,2-STORY 1946 & NEWER,RL,8773,1,None,2,HLS,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,916.0,916.0,GasA,4,1,SBrkr,916,684,0,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1997.0,3,2.0,460.0,3,3,2,100,38,0,0,0,0,0,None,None,0,8,2007,WD ,Normal,12.037653993905211,2036 WYNGATE DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.061326,-93.636972,57.0,2007-8
770,902136110,1080,95000,1-1/2 STORY FINISHED ALL AGES,RM,5914,1,Grvl,3,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,684.0,684.0,GasA,4,1,SBrkr,684,396,0,0.0,0.0,1,0,3,1,4,5,7,0,0,None,1890.0,0,0.0,0.0,0,0,0,0,165,30,0,0,0,0,None,None,0,9,2008,WD ,Normal,11.461632170582678,111 9TH ST,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.0303597,-93.6112887,44.0,2008-9
771,907130060,1200,177500,1-STORY 1946 & NEWER ALL STYLES,RL,11249,1,None,1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,1,4,334.0,3,544.0,322.0,1200.0,GasA,5,1,SBrkr,1200,0,0,1.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1995.0,2,2.0,521.0,3,3,2,0,26,0,0,0,0,0,None,None,0,8,2007,WD ,Normal,12.086725887897607,5250 SCHUBERT ST,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.02121,-93.688862,105.0,2007-8
772,526350040,896,105000,1-STORY 1946 & NEWER ALL STYLES,RH,11622,1,None,3,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,468.0,1,144.0,270.0,882.0,GasA,3,1,SBrkr,896,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1961.0,1,1.0,730.0,3,3,2,140,0,0,0,120,0,0,MnPrv,None,0,6,2010,WD ,Normal,11.56171562913966,3109 GROVE AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,42.053014,-93.619756,80.0,2010-6
773,535352090,793,113000,1-STORY 1945 & OLDER,RL,8480,1,None,3,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,700.0,1,0.0,93.0,793.0,GasA,3,1,SBrkr,793,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1945.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD ,Normal,11.635143097694478,425 15TH ST,RESIDENTIAL,1-STORY 1945 & OLDER,0.0,0.0,2.0,42.0372232,-93.6167912,80.0,2009-8
774,907295100,1838,185000,DUPLEX - ALL STYLES AND AGES,RM,10126,1,None,3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,4,5,1593.0,1,162.0,83.0,1838.0,GasA,5,1,SBrkr,1838,0,0,2.0,0.0,2,0,2,2,3,8,7,0,0,Attchd,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,0,None,None,0,7,2008,WD ,Abnorml,12.128111104060462,4551 TWAIN CIR,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,0.0,0.0,2.0,42.016262,-93.68031,83.0,2008-7
775,528431060,1563,245000,1-STORY 1946 & NEWER ALL STYLES,RL,10206,1,None,3,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,5,33.0,1,0.0,1530.0,1563.0,GasA,5,1,SBrkr,1563,0,0,0.0,0.0,2,0,3,1,4,6,7,1,4,Attchd,2007.0,2,3.0,758.0,3,3,2,144,99,0,0,0,0,0,None,None,0,10,2008,WD ,Normal,12.409013489526863,2515 DALTON ST,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.054306,-93.642376,78.0,2008-10
776,535126040,1888,190000,1-STORY 1946 & NEWER ALL STYLES,RL,16492,1,None,2,Lvl,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,4,3,CBlock,3,3,1,4,247.0,2,713.0,557.0,1517.0,GasA,5,1,SBrkr,1888,0,0,0.0,0.0,2,1,2,1,4,6,4,1,4,Attchd,1966.0,3,2.0,578.0,3,3,2,0,0,0,0,0,0,0,None,None,0,6,2010,WD ,Normal,12.154779351142624,2613 DUFF AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,2.0,42.047447,-93.614244,137.0,2010-6
777,534477110,1668,140000,1-1/2 STORY FINISHED ALL AGES,RL,9600,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,3,120.0,1,0.0,736.0,856.0,GasA,5,1,SBrkr,1112,556,0,0.0,0.0,1,1,3,1,3,6,5,0,0,Attchd,1950.0,1,1.0,271.0,3,3,2,0,0,0,0,0,0,0,MnPrv,None,0,9,2009,WD ,Normal,11.84939770159144,1411 ROOSEVELT AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,3.0,42.035951,-93.622644,80.0,2009-9
778,528222010,2373,258000,2-STORY 1946 & NEWER,RL,11631,1,None,2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1052.0,1052.0,GasA,5,1,SBrkr,1052,1321,0,0.0,0.0,2,1,4,1,4,9,7,1,4,BuiltIn,2004.0,3,3.0,632.0,3,3,2,120,46,0,0,0,0,0,None,None,0,6,2006,New,Partial,12.460714863903755,4106 WELBECK DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,42.061984,-93.644213,96.0,2006-6
779,923203010,936,140000,1-STORY PUD 1946 & NEWER,RM,6710,1,None,2,Lvl,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,3,3,PConc,5,3,3,2,16.0,5,904.0,0.0,920.0,GasA,5,1,SBrkr,936,0,0,2.0,0.0,0,1,0,1,3,3,7,0,0,Attchd,1996.0,3,2.0,460.0,3,3,2,0,40,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,11.84939770159144,3302 EMERALD DR,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,0.0,41.993356,-93.608192,62.0,2007-6
780,535154060,1329,176000,1-STORY 1946 & NEWER ALL STYLES,RL,12285,1,None,2,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,1,3,544.0,1,0.0,785.0,1329.0,GasA,4,1,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,3,5,7,2,4,Attchd,1960.0,1,2.0,441.0,3,3,2,0,0,203,0,0,0,0,None,None,0,8,2009,WD ,Normal,12.078239274020289,2215 KELLOGG AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.043991,-93.61488,68.0,2009-8
781,533125120,2826,334000,2-STORY 1946 & NEWER,RL,11025,1,None,3,HLS,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,4,3,PConc,5,3,4,5,1118.0,1,0.0,216.0,1334.0,GasA,5,1,SBrkr,1520,1306,0,1.0,0.0,2,1,3,1,4,9,7,3,3,Attchd,1992.0,2,3.0,888.0,3,3,2,177,208,186,0,0,0,0,None,None,0,10,2006,WD ,Normal,12.718896271958837,3130 GREENWOOD RD,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.048608,-93.653512,105.0,2006-10
782,902301150,1017,114000,1-1/2 STORY FINISHED ALL AGES,RM,9143,1,Grvl,3,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,346.0,346.0,GasA,5,1,SBrkr,709,308,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1961.0,1,1.0,308.0,3,3,0,0,0,139,0,0,0,0,None,None,0,5,2008,WD ,Normal,11.643953727376633,830 WILSON AVE,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,0.0,0.0,2.0,42.029281,-93.618297,69.0,2008-5
783,533250160,1719,324000,1-STORY PUD 1946 & NEWER,RL,10846,1,None,2,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,5,1619.0,1,0.0,100.0,1719.0,GasA,5,1,SBrkr,1719,0,0,2.0,0.0,1,1,1,1,4,6,7,2,4,Attchd,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,0,None,None,0,5,2008,Con,Normal,12.688498794774466,2878 GREENSBORO CIR,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,1.0,42.044642,-93.648954,32.0,2008-5
784,528106010,2596,342643,2-STORY 1946 & NEWER,RL,16259,1,None,3,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,5,1,SBrkr,1249,1347,0,0.0,0.0,3,1,4,1,4,9,7,0,0,Attchd,2006.0,2,3.0,840.0,3,3,2,240,154,0,0,0,0,0,None,None,0,9,2006,New,Partial,12.7444443677961,3332 STOCKBURY ST,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,42.061901,-93.658226,111.0,2006-9
785,532376040,1120,129000,1-STORY 1946 & NEWER ALL STYLES,RL,6970,1,None,3,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,932.0,1,0.0,108.0,1040.0,GasA,3,1,SBrkr,1120,0,0,1.0,0.0,1,1,3,1,2,5,7,0,0,Attchd,1961.0,2,2.0,544.0,3,3,2,168,0,0,0,0,0,0,None,Shed,400,5,2007,WD ,Normal,11.76756768334381,1304 GARFIELD AVE,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.034532,-93.669559,85.0,2007-5
786,535151130,1190,132500,DUPLEX - ALL STYLES AND AGES,RL,7728,1,None,3,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,4,803.0,1,0.0,303.0,1106.0,GasA,3,1,SBrkr,1190,0,0,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1962.0,1,2.0,540.0,3,3,2,0,18,0,0,0,0,0,GdWo,None,0,5,2006,WD ,Normal,11.794337924408413,2110 BARR DR,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,0.0,0.0,3.0,42.044735,-93.619334,70.0,2006-5
787,528240070,1960,216500,2-STORY 1946 & NEWER,RL,7851,1,None,3,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,5,625.0,1,0.0,235.0,860.0,GasA,5,1,SBrkr,860,1100,0,1.0,0.0,2,1,4,1,4,8,7,2,3,BuiltIn,2002.0,3,2.0,440.0,3,3,2,288,48,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,12.285345826424681,3907 WESTLAWN DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,42.060977,-93.641487,68.0,2010-5
788,527184020,1179,182000,1-STORY PUD 1946 & NEWER,RL,4740,1,None,2,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,4,5,248.0,1,0.0,918.0,1166.0,GasA,4,1,SBrkr,1179,0,0,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1988.0,2,2.0,480.0,3,3,2,0,108,0,0,135,0,0,None,None,0,10,2007,WD ,Normal,12.111761966058932,1530 STONE BROOKE RD,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,0.0,0.0,2.0,42.059309,-93.631622,38.0,2007-10
789,907135230,990,156000,1-STORY 1946 & NEWER ALL STYLES,RL,13568,1,None,1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,4,716.0,1,0.0,274.0,990.0,GasA,5,1,SBrkr,990,0,0,0.0,1.0,1,0,3,1,3,5,7,0,0,Attchd,1996.0,1,2.0,576.0,3,3,2,224,0,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,11.957611286231675,5430 FROST DR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.019047,-93.692005,43.0,2006-7
790,527402150,981,143250,1-STORY 1946 & NEWER ALL STYLES,RL,10530,1,None,2,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,4,282.0,1,35.0,664.0,981.0,GasA,3,1,SBrkr,981,0,0,1.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,1979.0,1,2.0,576.0,3,3,2,0,312,40,0,0,0,0,None,None,0,3,2007,WD ,Normal,11.872346634576987,3323 JEFFERSON CIR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.055264,-93.626331,68.0,2007-3
791,532378070,935,137000,1-STORY 1946 & NEWER ALL STYLES,RL,13526,1,None,2,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,3,560.0,1,375.0,0.0,935.0,GasA,3,1,SBrkr,935,0,0,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,180,0,0,0,0,0,0,MnPrv,None,0,11,2006,WD ,Normal,11.827736204810263,3828 WINDSOR CT,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.035536,-93.670998,68.0,2006-11
792,910201020,803,87000,1-1/2 STORY - UNFINISHED ALL AGES,RM,5000,1,None,3,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,3,116.0,1,0.0,604.0,720.0,GasA,1,0,FuseF,803,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1941.0,1,2.0,360.0,3,3,2,0,0,244,0,0,0,0,None,None,0,12,2007,WD ,Normal,11.37366339763672,1224 LINCOLN WAY,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,0.0,0.0,2.0,42.022658,-93.596569,50.0,2007-12
793,905103060,1392,121500,1-STORY 1946 & NEWER ALL STYLES,RL,11341,1,None,2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4,3,1,4,1302.0,1,0.0,90.0,1392.0,GasA,3,1,SBrkr,1392,0,0,1.0,0.0,1,1,3,1,3,5,4,1,4,Detchd,1957.0,1,2.0,528.0,3,3,2,0,0,0,0,95,0,0,None,None,0,5,2010,WD ,Normal,11.70766954176274,3925 ROSS RD,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.03237,-93.672381,68.0,2010-5
794,923228110,630,80000,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,1477,1,None,3,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,5,509.0,1,0.0,121.0,630.0,GasA,3,1,SBrkr,630,0,0,1.0,0.0,1,0,1,1,3,3,7,0,0,Attchd,1970.0,1,1.0,286.0,3,3,2,0,0,0,0,0,0,0,None,None,0,4,2009,WD ,Normal,11.289781913656018,632 MEADOW PL,RESIDENTIAL,MULTILEVEL TWNHM  - INCL SPLIT LEV/FOYER,0.0,0.0,1.0,41.99217,-93.603111,21.0,2009-4
795,904100170,1640,131000,1-STORY 1946 & NEWER ALL STYLES,RL,21370,1,None,3,Lvl,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,FuseA,1640,0,0,0.0,0.0,1,0,3,1,3,7,6,1,4,Attchd,1950.0,2,2.0,394.0,3,3,2,0,0,225,0,0,0,0,None,Shed,600,6,2006,WD ,Normal,11.782952602183288,2925 ROSS RD,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,0.0,0.0,3.0,42.033296,-93.65815,100.0,2006-6
796,533242090,2048,301000,2-STORY 1946 & NEWER,FV,8010,1,Pave,2,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5,3,1,5,964.0,1,0.0,90.0,1054.0,GasA,5,1,SBrkr,1072,976,0,1.0,0.0,2,1,3,1,4,8,7,2,4,Detchd,2003.0,1,2.0,552.0,3,3,2,0,48,0,0,180,0,0,None,None,0,8,2007,WD ,Normal,12.614865543731012,2311 CAMDEN DR,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.046135,-93.639878,68.0,2007-8
797,528456180,1852,252678,2-STORY 1946 & NEWER,FV,8640,1,None,3,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,822.0,1,0.0,78.0,900.0,GasA,5,1,SBrkr,932,920,0,1.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,2009.0,2,2.0,644.0,3,3,2,168,108,0,0,0,0,0,None,None,0,7,2009,New,Partial,12.439871229831715,2811 ASPEN RD,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,3.0,42.051804,-93.650321,72.0,2009-7
798,907285100,1995,237000,2-STORY 1946 & NEWER,RL,11250,1,None,3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,3,5,685.0,1,0.0,245.0,930.0,GasA,5,1,SBrkr,950,1045,0,1.0,0.0,2,1,4,1,4,8,7,1,3,Attchd,1995.0,2,2.0,610.0,3,3,2,275,170,0,0,0,0,0,None,None,0,7,2006,WD ,Normal,12.375815420117268,4520 CLEMENS BLVD,RESIDENTIAL,2-STORY 1946 & NEWER,0.0,0.0,4.0,42.017867,-93.679803,90.0,2006-7
