,PID,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageFinish,GarageCars,PavedDrive,MoSold,SaleCondition,LogSalePrice,ClassPr_S,Latitude,Longitude,LF_median,DistanceFromCenter,total_baths,TotalPorchSF,TotalFinSF
619,528218060,170440,2-STORY 1946 & NEWER,RL,10237,3,Gilbert,RRAn,Norm,2Story,6,5,2005,2006,Gable,VinylSd,0.0,4,3,5,4,1,1,728.0,728.0,5,1,SBrkr,0,3,4,7,1,3,2,2,2,1,12.046138607613848,RESIDENTIAL,42.062442,-93.645841,65.0,3.9167441682205935,2.5,24,1456.0
620,906380040,246500,1-STORY 1946 & NEWER ALL STYLES,RL,10235,2,CollgCr,Norm,Norm,1Story,8,5,2007,2007,Gable,VinylSd,306.0,4,3,5,4,3,1,1643.0,1643.0,5,1,SBrkr,0,3,4,7,1,2,3,2,9,1,12.41511727246488,RESIDENTIAL,42.025281,-93.691015,66.0,5.48710022874025,2.0,256,1651.0
621,528228360,246990,1-STORY PUD 1946 & NEWER,RL,2938,3,Blmngtn,Norm,Norm,1Story,7,5,2002,2002,Gable,VinylSd,40.0,4,3,5,4,3,5,330.0,1368.0,5,1,SBrkr,0,2,4,7,1,3,2,2,5,1,12.417103128960582,RESIDENTIAL,42.063185,-93.640227,68.0,3.814241919592677,3.0,160,2549.0
622,532377130,131400,1-STORY 1946 & NEWER ALL STYLES,RL,10000,3,Sawyer,Feedr,Norm,1Story,5,6,1961,1983,Hip,HdBoard,0.0,3,3,3,3,1,3,270.0,864.0,5,1,SBrkr,0,3,3,7,1,2,1,2,3,1,11.786001385032646,RESIDENTIAL,42.034595,-93.673518,80.0,4.029330195542314,2.0,165,1738.0
623,527256040,455000,1-STORY 1946 & NEWER ALL STYLES,RL,13870,2,StoneBr,PosA,PosA,1Story,10,5,2006,2007,Hip,CemntBd,250.0,5,3,5,5,4,5,590.0,1742.0,5,1,SBrkr,0,3,5,7,1,3,3,2,10,1,13.028052697933088,RESIDENTIAL,42.058996,-93.628723,81.0,3.150288657175796,3.0,466,3194.0
624,903400030,109000,1-STORY 1945 & OLDER,RL,11672,1,BrkSide,Norm,Norm,1Story,5,5,1925,1950,Gable,MetalSd,0.0,3,3,4,3,1,1,816.0,816.0,3,1,FuseA,0,2,3,7,0,1,1,0,7,1,11.59910316121128,RESIDENTIAL,42.029526,-93.62577,50.0,0.1552833478810048,1.0,280,816.0
625,535453200,132500,1-STORY 1946 & NEWER ALL STYLES,RL,7931,3,NAmes,Norm,Norm,1Story,5,5,1959,1959,Hip,BrkFace,0.0,3,3,3,3,1,3,0.0,1148.0,3,1,SBrkr,0,3,3,7,0,1,1,2,7,1,11.794337924408412,RESIDENTIAL,42.037214,-93.606786,70.0,1.6647967707010454,2.0,0,2296.0
626,528240080,230500,2-STORY 1946 & NEWER,RL,11194,2,Gilbert,Norm,Norm,2Story,8,5,2000,2000,Gable,VinylSd,40.0,4,3,5,4,1,1,1406.0,1406.0,5,1,SBrkr,0,3,4,7,1,2,2,2,11,1,12.34800614141884,RESIDENTIAL,42.060836,-93.641467,106.0,3.606040901553884,2.5,312,1936.0
627,534476320,128900,1-STORY 1946 & NEWER ALL STYLES,RL,9600,3,NAmes,Norm,Norm,1Story,5,6,1956,1956,Hip,MetalSd,0.0,3,3,3,3,1,2,546.0,1050.0,4,1,SBrkr,0,2,3,7,0,1,1,2,6,1,11.766792188927278,RESIDENTIAL,42.037452,-93.624612,80.0,0.7403624665351277,1.0,0,1554.0
628,902125080,107400,1-1/2 STORY FINISHED ALL AGES,RM,5790,3,OldTown,Norm,Norm,2Story,3,6,1915,1950,Gambrel,VinylSd,0.0,4,4,3,2,1,1,840.0,840.0,4,0,SBrkr,0,3,3,7,0,1,1,2,5,1,11.5843154610569,RESIDENTIAL,42.033279,-93.614002,60.0,0.9492546451818636,2.0,202,1605.0
629,528327010,405000,2-STORY 1946 & NEWER,RL,9233,2,NoRidge,Norm,Norm,2Story,9,5,2000,2000,Gable,VinylSd,877.0,4,3,5,5,3,5,358.0,1540.0,5,1,SBrkr,0,4,5,7,1,2,3,2,3,1,12.911642346088676,RESIDENTIAL,42.055601,-93.6532,68.0,3.609428793952102,3.5,302,4037.0
630,916455070,220000,1-STORY 1946 & NEWER ALL STYLES,RL,6853,2,Timber,Norm,Norm,1Story,8,5,2001,2002,Gable,VinylSd,136.0,4,3,5,5,1,5,262.0,1267.0,5,1,SBrkr,0,2,4,7,0,3,2,2,6,1,12.301382825334498,RESIDENTIAL,41.996327,-93.646793,68.0,4.235002115845979,3.0,217,2301.0
631,535350030,144900,1-STORY 1946 & NEWER ALL STYLES,RL,10200,3,NAmes,Norm,Norm,1Story,5,7,1954,2003,Gable,Wd Sdng,104.0,3,3,3,3,1,4,404.0,1086.0,4,1,SBrkr,0,3,3,7,0,1,2,2,5,1,11.883799128308771,RESIDENTIAL,42.038249,-93.618788,85.0,0.9743097692617124,2.0,0,1768.0
632,905226170,137000,1-STORY 1946 & NEWER ALL STYLES,RL,13770,3,Sawyer,Feedr,Norm,1Story,5,6,1958,1998,Gable,Plywood,340.0,3,3,3,3,2,2,95.0,1158.0,3,1,SBrkr,0,3,3,7,2,1,1,2,10,1,11.827736204810265,RESIDENTIAL,42.034018,-93.661985,85.0,3.0755455598314465,2.0,0,2239.0
633,528488140,230348,1-STORY 1946 & NEWER ALL STYLES,FV,7500,3,Somerst,Norm,Norm,1Story,7,5,2007,2008,Gable,CemntBd,210.0,4,3,5,4,1,5,316.0,1218.0,5,1,SBrkr,0,2,4,7,0,3,2,2,4,1,12.347346487886606,RESIDENTIAL,42.051224,-93.644018,62.0,2.761191000130362,3.0,336,2120.0
634,528228580,246578,1-STORY PUD 1946 & NEWER,RL,4045,3,Blmngtn,Norm,Norm,1Story,7,5,2006,2006,Hip,VinylSd,45.0,4,3,5,4,3,5,286.0,1356.0,5,1,SBrkr,0,2,4,7,1,3,3,2,10,1,12.415433652431746,RESIDENTIAL,42.062873,-93.641522,53.0,3.81839317826785,3.0,181,2570.0
635,527453130,149900,2-STORY PUD - 1946 & NEWER,RL,2280,3,NPkVill,Norm,Norm,2Story,6,6,1975,1975,Gable,Plywood,0.0,3,3,3,3,1,4,341.0,855.0,3,1,SBrkr,0,3,4,7,1,1,2,2,6,1,11.917723684090689,RESIDENTIAL,42.050683,-93.625924,24.0,2.212205096917475,2.5,173,1970.0
636,534127210,183000,SPLIT OR MULTI-LEVEL,RL,11104,2,NWAmes,Norm,Norm,SLvl,6,6,1969,1969,Gable,MetalSd,0.0,3,3,3,3,3,5,599.0,1427.0,4,1,SBrkr,0,4,3,7,0,2,2,2,5,1,12.117241431823558,RESIDENTIAL,42.0492538,-93.6343272,68.0,2.1917742221342573,2.5,216,2255.0
637,531452020,99500,1-STORY PUD 1946 & NEWER,RL,7892,3,SawyerW,Norm,Norm,1Story,6,5,1979,1979,Gable,Plywood,0.0,3,3,3,4,1,1,918.0,918.0,3,1,SBrkr,0,2,3,7,1,1,1,2,4,1,11.507912923146684,RESIDENTIAL,42.034589,-93.686263,55.0,5.077311506273137,2.0,28,918.0
638,911175430,35311,1-STORY 1946 & NEWER ALL STYLES,C (all),9000,3,IDOTRR,Norm,Norm,1Story,2,3,1949,1950,Gable,AsbShng,0.0,3,3,3,3,3,3,430.0,480.0,3,0,FuseA,0,1,3,7,0,1,1,2,10,0,10.47194980911048,RESIDENTIAL,42.019099,-93.615012,50.0,1.5406182683303618,1.0,0,530.0
639,531452180,194500,2-STORY 1946 & NEWER,RL,9453,2,SawyerW,RRNe,Norm,2Story,7,7,1993,2003,Gable,HdBoard,0.0,4,3,5,4,1,3,594.0,996.0,5,1,SBrkr,0,3,4,7,0,2,2,2,2,1,12.178187442040638,RESIDENTIAL,42.036633,-93.68628,68.0,5.102514305604958,2.5,678,2146.0
640,902300110,139500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,9142,3,OldTown,Norm,Norm,2Story,5,5,1900,2006,Gable,MetalSd,0.0,3,2,4,2,1,1,797.0,797.0,3,0,FuseA,0,4,3,7,0,1,2,0,2,1,11.845819880243557,RESIDENTIAL,42.029028,-93.61844,69.0,0.5765385224951358,2.0,252,1627.0
641,924152030,231000,2-STORY 1946 & NEWER,RL,12961,3,Mitchel,Norm,Norm,2Story,6,5,1993,1994,Gable,VinylSd,0.0,4,4,5,4,2,5,208.0,1152.0,5,1,SBrkr,0,3,4,7,1,3,2,2,3,1,12.35017298950393,RESIDENTIAL,41.989185,-93.600147,74.0,5.062507274003278,3.5,474,2741.0
642,902110120,111500,2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,7745,3,OldTown,Norm,Norm,1.5Fin,4,6,1900,1950,Gable,MetalSd,0.0,4,3,5,3,1,1,938.0,938.0,4,0,SBrkr,0,4,2,7,0,1,2,1,4,1,11.62177986988231,RESIDENTIAL,42.030396,-93.618335,56.0,0.5523201830060976,2.0,34,1951.0
643,528439080,249000,1-STORY 1946 & NEWER ALL STYLES,RL,8251,3,Somerst,Norm,Norm,1Story,7,5,2005,2006,Gable,VinylSd,143.0,4,3,5,4,3,5,716.0,1494.0,5,1,SBrkr,0,3,4,7,1,2,2,2,4,1,12.425208175446844,RESIDENTIAL,42.053227,-93.642197,70.0,2.869776043608332,3.0,227,2284.0
644,908151040,147000,SPLIT OR MULTI-LEVEL,RL,9638,2,Edwards,Norm,Norm,SLvl,6,6,1977,1977,Hip,Plywood,0.0,3,3,3,3,3,4,541.0,1029.0,3,1,SBrkr,0,3,3,7,1,2,2,2,11,1,11.898187865760873,RESIDENTIAL,42.018852,-93.675294,68.0,4.361633533225048,2.0,292,1605.0
645,528390020,301500,1-STORY 1946 & NEWER ALL STYLES,RL,14303,2,NoRidge,Norm,Norm,1Story,8,5,1994,1994,Hip,HdBoard,554.0,4,3,5,4,4,5,672.0,1986.0,5,1,SBrkr,0,2,4,7,1,3,2,2,8,1,12.616525295149378,RESIDENTIAL,42.049484,-93.650996,91.0,2.9874761712227547,3.0,298,3301.0
646,531453140,144000,SPLIT FOYER,RL,9180,2,SawyerW,Norm,Norm,SFoyer,5,7,1983,1983,Gable,HdBoard,0.0,3,3,3,4,3,4,0.0,840.0,4,1,SBrkr,0,2,4,7,0,2,2,2,12,1,11.877568578558138,RESIDENTIAL,42.035678,-93.685185,68.0,5.000231008480243,2.0,240,1724.0
647,905226110,145000,2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,10532,3,ClearCr,Norm,Norm,1Story,5,3,1960,1960,Flat,Plywood,275.0,3,3,3,3,2,2,0.0,988.0,4,1,SBrkr,0,3,3,4,2,1,2,2,12,0,11.884489021402713,RESIDENTIAL,42.032653,-93.660812,68.0,2.964978475916912,3.0,134,2709.0
648,531363080,139500,1-STORY 1946 & NEWER ALL STYLES,RL,7733,2,SawyerW,Norm,Norm,1Story,6,5,2005,2005,Gable,VinylSd,0.0,3,3,5,3,2,5,1118.0,1142.0,5,1,SBrkr,0,3,4,7,0,0,0,2,1,1,11.845819880243557,RESIDENTIAL,42.037843,-93.692575,74.0,5.635654458879584,1.5,54,1166.0
649,527450520,100500,2-STORY PUD - 1946 & NEWER,RM,1890,3,BrDale,Norm,Norm,2Story,6,6,1972,1972,Gable,HdBoard,422.0,3,3,3,3,1,1,0.0,483.0,4,1,SBrkr,0,2,3,7,0,1,1,2,4,1,11.517913006481267,RESIDENTIAL,42.051479,-93.627114,21.0,2.306017417302361,1.5,411,1470.0
650,534252040,144000,1-STORY 1946 & NEWER ALL STYLES,RL,9503,3,NAmes,Norm,Norm,1Story,5,5,1958,1983,Hip,HdBoard,0.0,3,3,3,3,1,4,193.0,1024.0,3,1,SBrkr,0,2,3,6,1,1,1,2,6,1,11.877568578558138,RESIDENTIAL,42.044758,-93.624758,68.0,1.5521874555419708,2.0,344,2175.0
651,527453140,123000,1-STORY PUD 1946 & NEWER,RL,2280,3,NPkVill,Norm,Norm,1Story,7,5,1975,1975,Gable,Plywood,0.0,3,3,3,4,1,4,0.0,1057.0,3,1,SBrkr,0,2,3,7,1,2,2,2,8,1,11.719939634354557,RESIDENTIAL,42.050682,-93.625945,24.0,2.212154467353271,2.5,27,2112.0
652,531385020,189000,1-STORY 1946 & NEWER ALL STYLES,RL,8529,2,SawyerW,Norm,Norm,1Story,7,5,2001,2001,Gable,VinylSd,0.0,4,3,5,4,1,5,1434.0,1454.0,5,1,SBrkr,0,3,4,7,1,2,2,2,4,1,12.14950229404178,RESIDENTIAL,42.036905,-93.6888,65.0,5.312787694052427,2.0,329,1454.0
653,534151175,243500,2-STORY 1946 & NEWER,RL,10791,3,NWAmes,Norm,Norm,2Story,6,5,1993,1993,Gable,MetalSd,0.0,3,3,5,4,2,5,143.0,1280.0,5,1,SBrkr,0,4,4,7,1,1,2,2,3,1,12.40287222150478,RESIDENTIAL,42.043038,-93.636879,80.0,1.6775646911100277,3.5,256,3632.0
654,914452060,145000,DUPLEX - ALL STYLES AND AGES,RL,8385,3,Mitchel,Norm,Norm,1Story,6,5,1978,1978,Gable,Plywood,0.0,3,3,3,3,2,1,1664.0,1664.0,3,1,SBrkr,0,4,3,7,0,1,2,2,10,1,11.884489021402713,RESIDENTIAL,41.994357,-93.606736,65.0,4.324096369380202,2.0,0,1664.0
655,535426130,135000,2-STORY 1946 & NEWER,RL,11606,2,NAmes,Norm,Norm,2Story,5,5,1969,1969,Gable,Plywood,192.0,3,3,5,4,3,2,390.0,1040.0,3,1,SBrkr,0,5,2,7,2,1,2,2,9,0,11.813030057420567,RESIDENTIAL,42.038888,-93.605388,70.0,1.852658279336089,2.5,335,2730.0
656,905200220,139000,1-STORY 1946 & NEWER ALL STYLES,RL,11616,3,Sawyer,Norm,Norm,1Story,5,5,1962,1962,Gable,Wd Sdng,116.0,3,3,3,3,1,1,252.0,1092.0,3,1,SBrkr,0,3,3,7,1,1,1,2,9,1,11.842229212112828,RESIDENTIAL,42.033427,-93.666432,68.0,3.434405816150237,1.5,164,1932.0
657,903425280,153575,2-STORY 1945 & OLDER,RL,8730,3,BrkSide,RRAn,Norm,2Story,6,7,1915,2003,Gable,Wd Sdng,0.0,3,3,4,3,1,1,698.0,698.0,5,1,FuseA,0,3,3,7,0,1,1,2,7,1,11.941944326032129,RESIDENTIAL,42.027088,-93.625284,60.0,0.4134215843414662,1.0,259,1396.0
658,527326130,175000,1-STORY 1946 & NEWER ALL STYLES,RL,15611,2,NWAmes,Norm,Norm,1Story,5,6,1977,1977,Gable,VinylSd,0.0,3,3,5,4,3,4,266.0,1126.0,3,1,SBrkr,0,3,5,7,0,2,2,2,3,0,12.072541252905651,RESIDENTIAL,42.055432,-93.633168,68.0,2.8207820466985885,2.5,180,1986.0
659,902105110,132000,2-STORY 1945 & OLDER,RM,9600,3,OldTown,Norm,Norm,2Story,5,7,1910,2002,Gable,Wd Sdng,0.0,3,4,4,2,1,1,264.0,264.0,5,1,SBrkr,0,2,3,7,0,1,2,2,5,0,11.790557201568507,RESIDENTIAL,42.032254,-93.616988,60.0,0.6811994950399434,2.0,382,1432.0
660,528477050,310000,2-STORY 1946 & NEWER,FV,11003,3,Somerst,Norm,Norm,2Story,10,5,2008,2008,Gable,VinylSd,160.0,5,3,5,5,3,5,252.0,1017.0,5,1,SBrkr,0,3,5,7,1,3,3,2,4,1,12.644327576461327,RESIDENTIAL,42.052337,-93.643001,85.0,2.8186587733825745,3.5,220,2772.0
661,909282130,144800,1-STORY 1946 & NEWER ALL STYLES,RL,9100,3,Crawfor,Feedr,Norm,1Story,5,6,1954,1954,Gable,BrkFace,0.0,3,4,4,3,2,2,264.0,1112.0,5,1,SBrkr,0,2,3,7,1,1,1,2,10,0,11.883108758933751,RESIDENTIAL,42.016152,-93.639431,70.0,2.018395104646702,2.0,0,1960.0
662,534402170,177500,2-STORY 1946 & NEWER,RL,8970,2,NAmes,Norm,Norm,2Story,5,6,1965,1965,Gable,MetalSd,0.0,3,4,3,3,1,4,356.0,744.0,3,1,SBrkr,0,4,3,7,1,3,2,2,6,1,12.086725887897607,RESIDENTIAL,42.039902,-93.627985,68.0,1.041687786668376,2.5,304,2528.0
663,528228340,215000,1-STORY PUD 1946 & NEWER,RL,3196,3,Blmngtn,Norm,Norm,1Story,8,5,2003,2003,Gable,VinylSd,40.0,4,3,5,4,4,1,1273.0,1273.0,5,1,SBrkr,0,2,4,7,1,3,2,2,5,1,12.2783933071098,RESIDENTIAL,42.063329,-93.640287,68.0,3.830991754933704,2.0,163,1456.0
664,911128180,68400,1-1/2 STORY FINISHED ALL AGES,C (all),7500,3,IDOTRR,Norm,Norm,1.5Fin,4,4,1920,1950,Gable,MetalSd,0.0,3,4,3,3,1,1,698.0,698.0,3,1,FuseA,0,2,3,7,0,2,2,2,4,0,11.13312810361064,RESIDENTIAL,42.021456,-93.615272,60.0,1.3134675878097686,1.0,194,1128.0
665,527404020,128000,1-STORY 1946 & NEWER ALL STYLES,RL,7830,2,NAmes,Norm,Norm,1Story,5,5,1970,1970,Gable,HdBoard,0.0,3,3,3,3,1,1,1180.0,1180.0,3,1,SBrkr,0,2,3,7,0,2,2,2,3,1,11.759785542901756,RESIDENTIAL,42.055184,-93.626603,68.0,2.714606463718652,1.5,45,1180.0
666,908103350,125200,SPLIT OR MULTI-LEVEL,RL,6305,3,Edwards,Norm,Norm,SLvl,6,6,1975,1975,Gable,Plywood,0.0,3,3,3,3,3,4,480.0,1008.0,3,1,SBrkr,0,3,3,7,1,1,1,2,6,1,11.737667737648136,RESIDENTIAL,42.020306,-93.675268,65.0,4.313021850819967,2.0,0,1624.0
667,527126030,251000,1-STORY PUD 1946 & NEWER,RL,5330,3,StoneBr,Norm,Norm,1Story,8,5,2000,2000,Gable,CemntBd,0.0,4,3,5,4,3,5,298.0,1494.0,5,1,SBrkr,0,2,5,7,0,2,2,2,8,1,12.43320821811392,RESIDENTIAL,42.063067,-93.634341,41.0,3.669896897638454,3.0,144,2848.0
668,916475040,315000,1-STORY 1946 & NEWER ALL STYLES,RL,14601,3,Timber,Norm,Norm,1Story,9,5,2006,2006,Hip,VinylSd,584.0,5,3,5,5,3,5,578.0,1838.0,5,1,SBrkr,0,2,5,7,1,3,3,2,3,1,12.66032791780777,RESIDENTIAL,41.995359,-93.646816,85.0,4.3334645237799565,3.0,338,3098.0
669,905452110,127000,1-1/2 STORY FINISHED ALL AGES,RL,9350,3,Edwards,Norm,Norm,1.5Fin,4,6,1947,1979,Gable,WdShing,0.0,3,3,3,3,1,1,564.0,756.0,5,1,SBrkr,362,3,3,7,1,1,1,2,6,1,11.751942365440728,RESIDENTIAL,42.025173,-93.66526,50.0,3.383731014601943,1.0,0,1723.0
670,533208020,194000,1-STORY PUD 1946 & NEWER,FV,3606,3,Somerst,Norm,Norm,1Story,7,5,2006,2007,Gable,VinylSd,0.0,4,3,5,5,1,5,415.0,1352.0,5,1,SBrkr,0,2,4,7,1,2,2,2,8,1,12.175613438045463,RESIDENTIAL,42.047705,-93.646637,40.0,2.59350794472951,3.0,241,2289.0
671,902103120,103500,DUPLEX - ALL STYLES AND AGES,RM,10307,3,OldTown,Norm,Norm,2Story,6,5,1910,1950,Gable,Wd Sdng,0.0,3,3,3,3,2,1,339.0,972.0,4,0,FuseA,0,4,3,7,0,1,2,0,6,1,11.54732689168756,RESIDENTIAL,42.0323259,-93.6195025,57.0,0.4847208822238389,3.0,197,2577.0
672,527359180,197500,2-STORY 1946 & NEWER,RL,10304,2,NWAmes,PosN,Norm,2Story,5,7,1976,1976,Gable,Plywood,44.0,3,4,3,3,1,4,399.0,780.0,5,1,SBrkr,0,4,4,7,1,1,2,2,10,1,12.193493863323312,RESIDENTIAL,42.049394,-93.635919,68.0,2.2556331704107206,3.5,544,2249.0
673,535475020,140000,2-STORY 1946 & NEWER,RL,7056,3,NAmes,Norm,Norm,2Story,6,5,1963,1963,Hip,HdBoard,415.0,3,3,3,3,1,3,380.0,780.0,3,1,SBrkr,0,4,3,7,1,2,2,2,10,1,11.84939770159144,RESIDENTIAL,42.036973,-93.604986,71.0,1.7898079069619413,2.5,50,2196.0
674,923227100,140000,1-STORY 1946 & NEWER ALL STYLES,RL,13384,3,Mitchel,Norm,Norm,1Story,5,5,1969,1979,Gable,Plywood,194.0,3,3,5,3,3,2,641.0,1104.0,2,1,SBrkr,0,3,3,7,1,2,1,2,5,1,11.84939770159144,RESIDENTIAL,41.991708,-93.600439,80.0,4.797150634347106,2.0,160,1823.0
675,528150090,378000,1-STORY 1946 & NEWER ALL STYLES,RL,14828,2,NridgHt,Norm,Norm,1Story,9,5,2004,2005,Hip,MetalSd,674.0,5,3,5,5,4,5,397.0,1780.0,5,1,SBrkr,0,2,5,7,1,3,3,2,8,1,12.842649474601725,RESIDENTIAL,42.059825,-93.655461,131.0,4.091839647192142,3.0,212,3163.0
676,914475030,173000,SPLIT FOYER,RL,9360,3,Mitchel,Norm,Norm,SFoyer,6,7,1977,1977,Gable,Plywood,0.0,3,3,3,4,3,5,0.0,957.0,3,1,SBrkr,0,2,3,7,2,2,2,2,11,1,12.061046873479915,RESIDENTIAL,41.997069,-93.604491,72.0,4.115671794633388,2.5,461,2244.0
677,923225240,127000,2-STORY PUD - 1946 & NEWER,RM,2665,3,MeadowV,Norm,Norm,2Story,5,6,1977,1977,Gable,CemntBd,0.0,3,3,5,3,1,4,36.0,757.0,5,1,SBrkr,0,4,3,7,1,2,1,2,7,1,11.751942365440728,RESIDENTIAL,41.990523,-93.603922,41.0,4.805262190379534,2.0,130,2196.0
678,527108060,309000,2-STORY 1946 & NEWER,RL,13751,2,Gilbert,Norm,Norm,2Story,7,5,2005,2006,Gable,VinylSd,248.0,4,3,5,4,3,5,1640.0,1700.0,5,1,SBrkr,0,3,4,7,1,3,3,2,5,1,12.641096555879882,RESIDENTIAL,42.062891,-93.635798,42.0,3.678064803973649,3.5,390,2272.0
679,528482090,340000,2-STORY 1946 & NEWER,FV,11143,2,Somerst,Norm,Norm,2Story,8,5,2004,2005,Gable,CemntBd,0.0,4,3,5,4,1,1,1580.0,1580.0,5,1,SBrkr,0,4,4,7,1,2,2,2,12,1,12.736700896592344,RESIDENTIAL,42.051054,-93.639574,102.0,2.5535530539816027,3.0,373,2466.0
680,527358060,175000,1-STORY 1946 & NEWER ALL STYLES,RL,12243,2,NWAmes,Norm,Norm,1Story,5,6,1971,1971,Gable,Plywood,0.0,3,3,3,4,3,4,486.0,1484.0,4,1,SBrkr,0,3,3,7,1,1,2,2,2,1,12.072541252905651,RESIDENTIAL,42.050075,-93.634581,70.0,2.2846609585830957,2.0,404,2482.0
681,903235100,68500,1-STORY 1945 & OLDER,RM,6324,2,BrkSide,Feedr,RRNn,1Story,4,6,1927,1950,Gable,MetalSd,0.0,3,3,4,3,1,1,520.0,520.0,2,0,SBrkr,0,1,2,7,0,1,1,2,5,1,11.134589024250316,RESIDENTIAL,42.030388,-93.624471,60.0,0.0633070871268257,1.0,136,520.0
682,903225040,135000,1-1/2 STORY FINISHED ALL AGES,RM,6125,3,BrkSide,Norm,Norm,1.5Fin,5,7,1939,1998,Gable,MetalSd,0.0,3,4,3,3,1,2,422.0,728.0,5,1,SBrkr,0,3,3,7,0,1,1,2,3,1,11.813030057420567,RESIDENTIAL,42.033482,-93.624715,50.0,0.2991523042083782,2.0,192,1580.0
683,905453080,308030,1-STORY 1946 & NEWER ALL STYLES,RL,17485,1,Edwards,Norm,Norm,1Story,7,5,2009,2010,Gable,VinylSd,96.0,4,3,5,4,4,5,162.0,1508.0,5,1,SBrkr,0,1,4,7,2,2,2,2,1,1,12.637952459809789,RESIDENTIAL,42.024126,-93.665799,44.0,3.450672219997864,2.0,0,2854.0
684,903227080,120000,1-1/2 STORY FINISHED ALL AGES,RM,6000,3,BrkSide,Norm,Norm,1.5Fin,6,7,1929,1950,Gable,WdShing,0.0,3,3,4,3,1,1,862.0,862.0,3,1,SBrkr,0,3,3,7,1,2,1,2,7,1,11.695247021764184,RESIDENTIAL,42.033321,-93.623514,50.0,0.3060127966446568,1.0,112,1158.0
685,908102140,123000,1-STORY 1946 & NEWER ALL STYLES,RL,9825,3,Edwards,Norm,Norm,1Story,5,5,1966,1966,Hip,HdBoard,0.0,3,3,3,3,1,2,483.0,1092.0,3,1,SBrkr,0,3,3,7,0,1,1,2,4,0,11.719939634354557,RESIDENTIAL,42.020905,-93.677551,75.0,4.478007266916158,1.0,420,1701.0
686,534275060,141500,1-STORY 1946 & NEWER ALL STYLES,RL,7436,3,NAmes,Norm,Norm,1Story,4,7,1960,1960,Gable,VinylSd,0.0,3,3,3,3,1,4,160.0,894.0,4,1,SBrkr,0,2,3,7,1,1,2,2,8,1,11.86005499606543,RESIDENTIAL,42.043135,-93.622991,60.0,1.3815879835217408,2.0,360,1628.0
687,907202080,136500,1-STORY 1946 & NEWER ALL STYLES,RL,7000,2,CollgCr,Norm,Norm,1Story,5,8,1978,2005,Gable,VinylSd,90.0,4,4,3,3,1,4,218.0,864.0,5,1,SBrkr,0,3,3,7,0,1,1,2,7,1,11.824079893607152,RESIDENTIAL,42.019548,-93.684887,68.0,5.102514276151566,2.0,0,1510.0
688,532351090,125000,DUPLEX - ALL STYLES AND AGES,RM,9100,3,Sawyer,RRAe,Norm,1Story,5,5,1963,1963,Gable,HdBoard,336.0,3,3,3,3,1,2,396.0,1728.0,3,1,SBrkr,0,6,3,7,0,1,2,2,11,0,11.736069016284436,RESIDENTIAL,42.036087,-93.675963,70.0,4.249916519860484,3.0,0,3060.0
689,923226300,85500,2-STORY PUD - 1946 & NEWER,RM,1504,3,MeadowV,Norm,Norm,2Story,4,4,1972,1972,Gable,CemntBd,0.0,3,3,3,3,1,3,294.0,546.0,3,1,SBrkr,0,3,3,7,0,1,1,2,5,1,11.356271654924852,RESIDENTIAL,41.992145,-93.603546,21.0,4.649371253630741,1.5,0,1344.0
690,907180130,204000,1-STORY 1946 & NEWER ALL STYLES,RL,10335,2,CollgCr,Norm,Norm,1Story,7,5,1999,1999,Gable,VinylSd,183.0,4,3,5,4,4,5,811.0,1490.0,5,1,SBrkr,0,3,4,7,0,2,2,2,6,1,12.225875272826354,RESIDENTIAL,42.017569,-93.690324,78.0,5.592898696917638,3.0,173,2180.0
691,907412040,186500,1-STORY 1946 & NEWER ALL STYLES,RL,9750,3,CollgCr,Norm,Norm,1Story,7,5,2004,2004,Gable,VinylSd,50.0,4,3,5,4,2,5,1421.0,1445.0,5,1,SBrkr,0,3,4,7,0,1,2,2,6,1,12.136186518066006,RESIDENTIAL,42.013912,-93.685207,75.0,5.316107066387853,2.0,35,1469.0
692,535456100,109500,1-STORY 1946 & NEWER ALL STYLES,RL,7200,3,NAmes,Norm,Norm,1Story,5,7,1954,1954,Gable,MetalSd,0.0,3,3,3,3,1,1,825.0,825.0,3,1,FuseA,0,2,3,7,0,1,1,2,7,1,11.603679828238691,RESIDENTIAL,42.034801,-93.607801,60.0,1.4885276922882298,1.5,0,825.0
693,528172020,275000,2-STORY 1946 & NEWER,RL,10927,3,NridgHt,Norm,Norm,2Story,8,5,2005,2005,Gable,VinylSd,280.0,4,3,5,4,3,5,512.0,1058.0,5,1,SBrkr,0,3,5,7,1,3,2,2,6,1,12.524526376648708,RESIDENTIAL,42.059216,-93.650626,74.0,3.8028394882732464,3.5,239,2450.0
